0,제품명,카테고리,전면사진,후면사진,알레르기성분
8801043015967,새우탕 사발면,라면,https://i.namu.wiki/i/d_RDgLehBnyhfTFfUydlDJF3-KuerKbhZ3fky0Uieux8J6_v0R3g159A_G9UtHasTKtfTQSK533bL7dV7EHaHA.webp,https://image.nongshim.com/non/pro/shrimpnoodle_thumbnail_1_3.jpg, 밀 대두 계란 우유 게 새우 토마토 닭고기 쇠고기 오징어 조개류
8801043015776,새우탕 컵,라면,https://i.namu.wiki/i/d_RDgLehBnyhfTFfUydlDJF3-KuerKbhZ3fky0Uieux8J6_v0R3g159A_G9UtHasTKtfTQSK533bL7dV7EHaHA.webp,https://image.nongshim.com/non/pro/shrimpnoodle_thumbnail_1_3.jpg, 밀 대두 계란 우유 새우 게 토마토 닭고기 쇠고기 오징어 조개류
8801043016070,튀김 우통 사발면,라면,https://img.danawa.com/prod_img/500000/572/422/img/28422572_1.jpg?shrink=360:360&_v=20230921151237,https://image.nongshim.com/non/pro/udon02.jpg, 밀 대두 계란 우유 쇠고기 오징어
8801037210363,불닭볶음면,라면,https://i.namu.wiki/i/8QIkCOxYp_Vc1sfS4CGlFqt9O4Wh-Zqaj_p4uaCFDfm_6C8y_uJ4NBibDOSxUSgC8vAQ-2REZRpxPjoC9xOO3g.webp,https://image.gsecretail.com/wd/image/origin/2020/01/01/8801073210363_1.JPG, 계란 우유 대두 밀 닭고기 쇠고기
8801056038861,핫식스 캔 250ml,음료,https://img.danawa.com/prod_img/500000/227/686/img/1686227_1.jpg?_v=20220510101819,https://ai.esmplus.com/akfxhd/%ED%95%AB%EC%8B%9D%EC%8A%A4/%ED%95%AB%EC%8B%9D%EC%8A%A4250D.jpg, 없음
8801105910124,코코팜 피치 캔 240ml,음료,https://m.mashemall.com/web/product/big/202402/8bea9562bec706353135664edb143a64.jpg,https://ai.esmplus.com/coffeemall/goods/HT0026.jpg, 우유 대두 복숭아
8801094083007,코카-콜라 제로 250ml,음료,https://img.danawa.com/prod_img/500000/888/156/img/3156888_1.jpg?_v=20220602161558,https://view01.wemep.co.kr/wmp-product/3/723/213497233/pd_crzylyu7x7no.jpg,없음
8801094017200,코카-콜라 350ml,음료,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/2967/57fb19fa232ec7234f26f3e2c15c3237ed32084547c96c633824cd31c127.png,https://static.megamart.com/product/editor/8801/8801094//_DSC4060-copy.jpg,없음
8801094113001,환타 오랜지 캔,음료,https://img.dongwonmall.com/dwmall/static_root/product_img/main/0006734/000673494_1_a.jpg,https://image1.coupangcdn.com/image/vendor_inventory/07de/d86ffc3b7df6373b9975dc4668805d85131078504cdb1a3c5a8b8d365e34.jpg,없음
8801094133009,환타 파인애플 캔,음료,https://ai.esmplus.com/akfxhd/%EC%BD%94%EC%B9%B4%EC%BD%9C%EB%9D%BC%EC%9D%8C%EB%A3%8C/%ED%99%98%ED%83%80355_%ED%8C%8C%EC%9D%B8D.jpg,https://ai.esmplus.com/akfxhd/%EC%BD%94%EC%B9%B4%EC%BD%9C%EB%9D%BC%EC%9D%8C%EB%A3%8C/%ED%99%98%ED%83%80355_%ED%8C%8C%EC%9D%B8D.jpg, 대두
8801097160064,데미소다 애플 250ml,음료,https://img.danawa.com/prod_img/500000/446/174/img/3174446_1.jpg?_v=20231128091235,https://m.glori.co.kr/web/upload/NNEditor/20230614/3175102919f49cadd35459d251ed89ef.jpg,없음
8801104250627,쥬시쿨 복숭아,음료,https://gd.image-gmkt.com/li/707/400/2240400707.g_0-w-pj_g.jpg,https://blog.kakaocdn.net/dn/pX29t/btrdlywryZ3/X98lFHK007yjtsjrYt9A8k/img.jpg, 우유 복숭아
8801104250283,쥬시쿨 자두,음료,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/52fa/73741114d786cfe6919c1fd5e46eb52fd9c2836a21a9184aa7631ef82de9.jpg,https://static.megamart.com/product/editor/8801/8801104//220628_696-copy.jpg, 우유
8801069185194,초코 애몽 250ml,음료,https://img.danawa.com/prod_img/500000/286/608/img/5608286_1.jpg?_v=20221222084842,https://health.chosun.com/site/data/img_dir/2018/04/02/2018040201476_0.jpg, 우유 대두
8801121759943,허쉬 초콜릿 드링크 쿠엔크,음료,https://img.danawa.com/prod_img/500000/475/868/img/2868475_1.jpg?_v=20190124110015,https://mblogthumb-phinf.pstatic.net/MjAxOTAzMjhfMjgz/MDAxNTUzNzMwNzY3Mjc4.0zjTUkLBJe59r2Nph1VIJooHoqQqKLAbo9wsXuStzygg.pb23VzOqamxnsupxqGOCQkkYUdXeMGur0ZfpA7VULZ4g.JPEG.eunjides/308286FF-FCB8-467B-8140-88E839A96203.jpg?type=w800, 우유 밀
8801121190197,허쉬 초콜릿 드링크,음료,https://img.danawa.com/prod_img/500000/856/167/img/3167856_1.jpg?_v=20220907132421,https://gi.esmplus.com/bestcomm/maeil/new_ver/hershey_6.jpg, 우유
8801115134220,서울우유 초콜릿,음료,https://m.seoulmilk.co.kr/Product_Data/pimages/cz%20(2).png,https://www.dnmart.co.kr/attach/cont_img_4/19081700095138212_cont.gif, 우유
8801121043578,피크닉 청포도,음료,https://img.danawa.com/prod_img/500000/257/797/img/3797257_1.jpg?_v=20170216144800,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSyngCBkPTqysP03NzB6XEBKoNXCyeWwvvMcw&s, 우유
8801121043561,피크닉 사과,음료,https://img.danawa.com/prod_img/500000/580/182/img/3182580_1.jpg?_v=20221012091840,https://qi-o.qoo10cdn.com/goods_image_big/3/8/9/6/5372323896b_l.jpg, 우유
8801056097052,콘트라베이스 저칼로리 라떼,음료,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/5043704395/B.jpg?231000000,https://ai.esmplus.com/go4040/%EB%A1%AF%EB%8D%B0%EC%9D%8C%EB%A3%8C/%EC%BB%A4%ED%94%BC/%EC%BD%98%ED%8A%B8%EB%9D%BC%EB%B2%A0%EC%9D%B4%EC%8A%A4%20%EB%9D%BC%EB%96%BC.jpg, 우유
8801056094591,콘트라베이스 블랙,음료,https://img.danawa.com/prod_img/500000/385/202/img/8202385_1.jpg?_v=20231129164048,https://gi.esmplus.com/samil0101/PET/CantataContrabaseColdBrewBlack500ml6ea_Details.jpg,없음
8801056018948,칸타타 프리미엄 라떼,음료,https://wooridle.co.kr/data/goods/42/2023/06/_tmp_f16ce636120b42493a93ffc3a744cc464200view.jpg,https://static.megamart.com/product/editor/8801/8801056//221114_253-1.jpg, 우유
8801056018900,칸타타 스위트 아메리카노,음료,https://contents.lotteon.com/itemimage/20240411103108/LM/T8/80/10/56/01/89/00/_0/01/LMT8801056018900_001_1.jpg,https://static.megamart.com/product/editor/8801/8801056//221114_258-1.jpg,없음
8801037077698,스타벅스 카푸치노 돌체,음료,https://img.danawa.com/prod_img/500000/478/825/img/825478_1.jpg,https://static.megamart.com/product/editor/7613/7613036//_DSC6501.jpg, 우유
8801037086195,스타벅스 카푸치노 모카,음료,https://img.danawa.com/prod_img/500000/478/825/img/825478_1.jpg?_v=20180503100416,https://www.dnmart.co.kr/attach/cont_img_2/0_8801037086195_cont.gif, 우유
8801037087543,T.O.P 마스터 라떼,음료,https://img.danawa.com/prod_img/500000/293/064/img/2064293_1.jpg?_v=20211126172703,https://m.iltop.co.kr/web/upload/NNEditor/20230412/mobile/33d7660c254b0bf56d4d9d3e4a8e1239_1681268711.jpg, 우유
8801037087550,T.O.P 스위트 아메리카노,음료,https://img.danawa.com/prod_img/500000/143/104/img/1104143_1.jpg?_v=20220217094618,https://static.megamart.com/product/editor/8801/8801037//230214_326.jpg,없음
8801037087741,T.O.P 더 블랙,음료,https://img.danawa.com/prod_img/500000/131/104/img/1104131_1.jpg?_v=20211111140113,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq0wFCuj_P56BNnZkB52e3NgCoPFnqlNqyNg&s,없음
8801037001730,T.O.P 스모키 블랙,음료,https://img.danawa.com/prod_img/500000/558/171/img/14171558_1.jpg?_v=20221017130721,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSq0wFCuj_P56BNnZkB52e3NgCoPFnqlNqyNg&s,없음
8801037001716,T.O.P 스모키 라떼,음료,https://img.danawa.com/prod_img/500000/852/171/img/14171852_1.jpg?_v=20230216132021,https://gi.esmplus.com/marton92/Data/MaximTOP_SmokyLatte200ml.jpg, 우유
8801056018979,Let's Be(레쓰비),음료,https://company.lottechilsung.co.kr/common/images/product_view0109_bh1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXldDLwst0tD61ZbOK9_oFq0XT93oTVPlvbw&s, 우유
8801094513009,조지아 카페라떼,음료,https://img.danawa.com/prod_img/500000/068/104/img/1104068_1.jpg?_v=20200723134355,https://ai.esmplus.com/akfxhd/%EC%A1%B0%EC%A7%80%EC%95%84240/%EC%A1%B0%EC%A7%80%EC%95%84240_%EC%B9%B4%ED%8E%98%EB%9D%BC%EB%96%BCD.jpg, 우유
8801094503000,조지아 오리지널,음료,https://img.danawa.com/prod_img/500000/055/104/img/1104055_1.jpg?_v=20180409175556,https://www.dnmart.co.kr/attach/cont_img_4/19082002584093621_cont.gif, 우유
8801121107942,바리스타룰스 모카프레소,음료,https://absolute.maeil.com/upload/product/display/A0000257__202104150924022660.jpg,https://view01.wemep.co.kr/wmp-product/8/718/1977917188/pd_4h4gwci1vxer.jpg, 우유
8801121106792,바리스타룰스 에스프레소 라떼,음료,https://img.danawa.com/prod_img/500000/706/695/img/9695706_1.jpg?_v=20191017140200,https://view01.wemep.co.kr/wmp-product/2/697/1705036972/pd_viwofn7im8hh.jpg, 우유
8801121755679,바리스타룰스 카라멜 딥 프레소,음료,https://img.danawa.com/prod_img/500000/281/168/img/3168281_1.jpg,https://www.dnmart.co.kr/attach/cont_img_4/19081219014157573_cont.gif, 우유
8801121761823,바리스타룰스 로어슈거 에스프레소 라떼,음료,https://absolute.maeil.com/upload/product/display/A0000197__202104150923083370.jpg,https://view01.wemep.co.kr/wmp-product/8/359/1977893598/pd_yb5b240mpeoc.jpg, 우유
8801066070517,숯불구이맛 후랑크3 커플,가공식품,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/rs_quotation_api/luh89gg1/f565134461c54be9b59637c625294ded.jpg,https://sitem.ssgcdn.com/31/77/76/item/1000315767731_i3_750.jpg, 계란 우유 대두 밀 돼지고기 토마토 닭고기 쇠고기
8801123308910,의성마늘 프랑크 2입,가공식품,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2022/11/23/11/5/44b3b4ba-881d-4183-9fdd-2388bf5f4341.jpg,https://www.ewangmart.com/data/base/goods/etc/8801123307081_2.jpg, 돼지고기 쇠고기 대두 계란 우유
8801123307289,의성마늘 프랑크,가공식품,https://img.danawa.com/prod_img/500000/759/169/img/6169759_1.jpg,https://www.ewangmart.com/data/base/goods/etc/8801123307081_2.jpg, 돼지고기 쇠고기 대두 계란 우유
8801019606540,허니버터칩,과자,https://m.kakamuka.com/web/product/big/202112/a55c5fd9c60cc390a498fb2570d0eb21.jpg,https://static.megamart.com/product/editor/8801/8801019//230131_082.jpg, 우유 대두 밀 조개류
8801117268206,고래밥,과자,https://img.danawa.com/prod_img/500000/001/589/img/18589001_1.jpg,https://qi-o.qoo10cdn.com/goods_image_big/4/2/0/4/4674584204b_l.jpg, 밀 계란 우유 대두 토마토 돼지고기 쇠고기 오징어 조개류
4549660884804,초코비,과자,https://m.kakamuka.com/web/product/big/202106/ef0bf1553259a2a403a7bc8c03d21204.jpg,https://blog.kakaocdn.net/dn/kUt3b/btryDQ4Qxf9/6lkD6dOgFO2OR0AYLKIqi0/img.jpg, 우유 대두 조개류
8801117760304,포카칩 어니언맛,과자,https://img.danawa.com/prod_img/500000/467/508/img/11508467_1.jpg,https://image.homeplus.co.kr/UserFiles/Goods/label/127003691.jpg, 밀 우유 대두
8801117760106,포카칩 오리지널,과자,https://sitem.ssgcdn.com/34/46/10/item/0000008104634_i1_750.jpg,https://dnmart.co.kr/attach/cont_thum_2/0_8801117760106_cont_thum.gif, 우유 대두 쇠고기
8801043035989,새우깡,과자,https://image.nongshim.com/non/pro/1594682430086.jpg,https://image.homeplus.co.kr/UserFiles/Goods/label/123210855.jpg, 밀 새우 대두 우유
8801117784409,꼬북칩 콘스프맛,과자,https://static.megamart.com/product/image/1214/12149483/12149483_1_960.jpg,https://img.wemep.co.kr/deal/5/614/3156145/e70e06c2f507ac433e0b4763c37a5cda6c36eb2a_slice_1.jpg, 밀 우유 대두 쇠고기
8801117694906,꼬북칩 초코 츄러스맛,과자,https://img.danawa.com/prod_img/500000/663/521/img/12521663_1.jpg,https://shop-phinf.pstatic.net/20220406_283/1649252217448TBskV_JPEG/%EA%BC%AC%EB%B6%81%EC%B9%A9%C2%A0%EC%B4%88%EC%BD%94%EC%B8%84%EB%9F%AC%EC%8A%A4%EB%A7%9B_65g.jpg, 밀 우유 대두
8801111180993,콘초 초코가나슈,과자,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/83c5/52847257c7bfa454ae8cf388c4cb7be47d5ac22d9e9dd19b6b97380b639a.jpg,https://ai.esmplus.com/gded/a/s/20200913/18/15999876399775455b5f.jpg, 우유 대두
8801111183062,콘치 치즈크림,과자,https://img.danawa.com/prod_img/500000/129/717/img/4717129_1.jpg?_v=20161201161942,https://www.dnmart.co.kr/attach/cont_img_3/0_8801111934442_cont.gif, 우유 대두
8801019306495,홈런볼,과자,https://img.danawa.com/prod_img/500000/524/640/img/7640524_1.jpg?_v=20200908110549,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/98/60/8801019316098_3.jpg, 우유 땅콩 계란 밀 쇠고기 대두
8801062516858,칸초,과자,https://thumbnail7.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/7352/3865ac1060841c92bee7cd4e4cca4535124abfe0e8c21a969b0da33d9b19.jpg,https://static.megamart.com/attach/product_images/pro_ed_images/8801062/IMG_9122.JPG, 밀 대두 우유 땅콩
8801062012756,빼빼로 초코필드,과자,https://contents.lotteon.com/itemimage/20240604102005/LM/88/01/06/20/12/75/6_/00/1/LM8801062012756_001_1.jpg,https://ca.lotteimall.com/S/ai.esmplus.com/dithings01/%EB%B9%BC%EB%B9%BC%EB%A1%9C%20%EC%9E%AC%EB%93%B1%EB%A1%9D/%EC%83%81%EC%A0%95%EA%B3%A0_%EC%B4%88%EC%BD%94%ED%95%84%EB%93%9C%EB%B9%BC%EB%B9%BC%EB%A1%9C%2045g.jpg?sh=1280&imw=780&ol=4&v=230821061643, 밀 우유 대두 땅콩
8809036521228,쵸콜렛이 함유된 꾀돌이,간식,https://jjmall.shop/web/product/big/202112/a0d1d2558bc61ba18dea2b2446ac4983.jpg,https://image.hanpoom.com/wp-content/uploads/2020/08/%EA%BE%80%EB%8F%8C%EC%9D%B42-1.jpg, 밀 우유
8801043048774,쫄병 짜파게티맛,과자,https://img.danawa.com/prod_img/500000/448/830/img/8830448_1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoqJmeHS-qhIOXiwKmbpGqwNDapwf3fX3BwA&s, 계란 대두 밀 돼지고기 쇠고기 게 새우 조개류
8801043031431,쫄병 매콤한맛,과자,https://img.danawa.com/prod_img/500000/196/521/img/7521196_1.jpg?_v=20190322133405,https://gi.esmplus.com/onmartcorp/%EB%86%8D%EC%8B%AC/%EB%86%8D%EC%8B%AC_%EC%8A%A4%EB%82%B5/%EC%AB%84%EB%B3%91%EC%8A%A4%EB%82%B5/%EB%A7%A4%EC%BD%A4%ED%95%9C%EB%A7%9B_82g/%EC%AB%84%EB%B3%91%EB%A7%A4%EC%BD%A4%ED%95%9C%EB%A7%9B82g_%EC%83%81%EC%84%B8.jpg, 밀 우유 대두 토마토 쇠고기
8801043040990,쫄병 안성탕면맛,과자,https://img.danawa.com/prod_img/500000/144/728/img/5728144_1.jpg,https://images.emarteveryday.co.kr/images/app/webapps/evd_web2/share/SKU/mall/90/09/8801043040990_3.png, 대두 우유 돼지고기 쇠고기 닭고기 계란 토마토
8801117674700,치킨팝 닭강정맛,과자,https://contents.lotteon.com/itemimage/20240604102238/LM/88/01/11/76/74/70/0_/00/1/LM8801117674700_001_1.jpg,https://www.dnmart.co.kr/attach/cont_img_3/0_8801117674700_cont.gif, 밀 대두 토마토 쇠고기 닭고기 새우
8801111187930,마이쮸 복숭아,간식,https://m.kakamuka.com/web/product/big/202304/72249687af3c863fcbea8256d9875cd6.jpg,https://dindin1.cafe24.com/sevenstarmall/maker/crown/myjju-pe-44g_2.jpg, 복숭아 돼지고기 우유
8801111951876,마이쮸 애플망고,간식,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/6677182655/B.jpg,https://gi.esmplus.com/yonseimall/CROWN/candy/CR_mychew_stick_mango_D01.jpg, 대두 돼지고기 우유
8801111187893,마이쮸 포도,간식,https://m.kakamuka.com/web/product/big/202304/7630ea9ce208e9830a8bd99be94a1f1a.jpg,https://dindin1.cafe24.com/sevenstarmall/maker/crown/myjju-gr-44g_2.jpg, 돼지고기 우유
8801111932974,새콤달콤 블루배리 소다,간식,https://m.kakamuka.com/web/product/big/20200320/681bb1fa9d9b1ce4b0c3d871ba53e963.jpg,https://gi.esmplus.com/silkworm88/NC/202007/118636.jpg, 돼지고기
8801111907934,새콤달콤 레모네이드,간식,https://m.kakamuka.com/web/product/big/20191231/1b54e02fa8b60be3fc0cf591c5bed88d.jpg,https://dindin1.cafe24.com/sevenstarmall/maker/crown/sacom-collections/03-detail.jpg, 돼지고기
8801111188036,새콤달콤 복숭아,간식,https://img.danawa.com/prod_img/500000/430/539/img/3539430_1.jpg,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRD5lJ5h4-aaZbUP1SjBdE3slHpHiInv8eY6w&s.jpg, 돼지고기 복숭아
8801111187992,새콤달콤 딸기,간식,https://img.danawa.com/prod_img/500000/750/619/img/4619750_1.jpg,https://dindin1.cafe24.com/sevenstarmall/maker/crown/sacom-collections/17-detail.jpg, 돼지고기
8801062278053,가나초코 아몬드,간식,https://cdn.011st.com/11dims/resize/600x600/quality/75/11src/product/5807461109/B.jpg,https://www.7-star.kr/forward.php?url=http%3A%2F%2Fai.esmplus.com%2Fdajohamall%2FLT%2FLCH%2FLCH278053_main.jpg, 땅콩 계란 우유 대두
8801019206818,자유시간,간식,https://image.auction.co.kr/itemimage/2a/e6/18/2ae6183936.jpg,https://static.megamart.com/product/editor/8801/8801019//20211007_hj44.jpg, 땅콩 우유 대두 계란
8801117449803,핫브레이크 땅콩 카라멜,간식,https://moomarket.co.kr/web/product/big/202403/b6cba90471acd29b6332693a2120ad8d.jpg,https://thumbnail7.coupangcdn.com/thumbnails/remote/q89/image/retail/images/234433520657286-3fab91f7-2626-421e-8783-3fac48e8cc4b.png, 밀 계란 우유 대두 땅콩
8801019208812,자유시간 쿠키엔크림,간식,https://cafe24.poxo.com/ec01/haitaimall/YepDBcpQi6F1EGuL9rzRwdcVXbnK+V/VBYSXLcvws9jeSgvhSX3YfQx6qWBtmyp7D4qDVOon6xP1NvfpTxR20Q==/_/web/product/big/202305/eeb0e88576c2a5f794a76a84aff02473.jpg,https://view01.wemep.co.kr/wmp-product/5/183/2533701835/pd_m8mujochaucm.jpg,밀 계란 우유 대두
8801072870585,ABC 초코,간식,https://www.thessan.com/shopimages/thessancom/0060020001402.jpg,https://static.megamart.com/product/editor/8801/8801062//230222_195.jpg, 우유 대두
