GTIN,상품명(국문),카테고리,보정이미지 1000 JPG,썸네일 250 PNG,원재료 전체텍스트
8801037077698,스타벅스 프라푸치노 돌체,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2e5999ce-2cc4-44f4-ac96-606e301b1de3%2F2e5999ce-2cc4-44f4-ac96-606e301b1de3_front_angle_1000.jpg?alt=media&token=ef49288c-0a48-4059-b910-0b289c55e265,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F2e5999ce-2cc4-44f4-ac96-606e301b1de3%2F2e5999ce-2cc4-44f4-ac96-606e301b1de3_front_angle_250.png?alt=media&token=f5f82feb-a4fa-4e52-992f-719fd8967f9b,"정제수, 우유(국산) 15%, 스타벅스 커피추출액(고형분 5.0%이상, 볶은커피:미국산) 9.35%, 설탕, 혼합분유(독일산), 유크림, 가당연유(국내산) 1%, 콜롬비안커피파우더(고형분 95%이상, 콜롬비아산) 0.3%, 탄산칼륨, 유화제, 합성향료(연유향)"
8801037086195,스타벅스 프라푸치노 모카,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Ffdb64819-197b-40a6-bf2c-4716f225518f%2Ffdb64819-197b-40a6-bf2c-4716f225518f_front_angle_1000.jpg?alt=media&token=525812a4-dfab-4705-bd43-4cced67bb07f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Ffdb64819-197b-40a6-bf2c-4716f225518f%2Ffdb64819-197b-40a6-bf2c-4716f225518f_front_angle_250.png?alt=media&token=42c12df6-17b6-48f6-8b71-b60e155a81bf,"정제수, 우유(국산) 15%, 설탕, 스타벅스 커피 추출액(고형분 5.0% 이상, 볶은커피: 미국산) 5.61%, 혼합분유(독일산), 유크림, 콜롬비안커피파우더(고형분 95% 이상, 콜롬비아산) 0.3%, 탄산칼륨, 코코아분말, 유화제1, 유화제2, 비타민C"
8801037087543,맥심 에스프레소 티.오.피 마스터라떼,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd6fe2f3b-9cf3-4aed-9f9c-7724d5f811e3%2Fd6fe2f3b-9cf3-4aed-9f9c-7724d5f811e3_front_angle_1000.jpg?alt=media&token=0d7829fb-c414-4de9-ab26-bdaacf51b89d,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd6fe2f3b-9cf3-4aed-9f9c-7724d5f811e3%2Fd6fe2f3b-9cf3-4aed-9f9c-7724d5f811e3_front_angle_250.png?alt=media&token=3c4a9a1d-5df4-45dc-b579-63a3caaa1217,"정제수,우유(국내산)15%,맥심에스프레소 커피추출액(고형분 5.0%이상, 커피원두:콜롬비아산60%,브라질산21%)12.6%,설탕,유크림(국내산),혼합분유(독일산)[탈지분유,농축우유단백분말],탄산칼륨,지당지방산에스테르,비타민C"
8801037087550,T.O.P 스위트 아메리카노,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F705b763e-48d0-44b4-87c0-01d527735f87%2F705b763e-48d0-44b4-87c0-01d527735f87_front_angle_1000.jpg?alt=media&token=ab3ba396-0ad5-49f5-91cc-3826d279f353,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F705b763e-48d0-44b4-87c0-01d527735f87%2F705b763e-48d0-44b4-87c0-01d527735f87_front_angle_250.png?alt=media&token=7386b29d-5f3a-4aa4-8f87-f7d2bed6098a,"정제수, 맥심 에스프레소 커피추출액(고형분 5.0%이상, 커피원두: 콜롬비아산 60%, 브라질산 30%) 12.6%, 설탕, 탄산칼륨, 합성향료(커피향), 비타민C"
8801037087741,T.O.P 더 블랙,음료,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd1480732-b05d-41da-be93-0dd7af604722%2Fd1480732-b05d-41da-be93-0dd7af604722_front_angle_1000.jpg?alt=media&token=b57c5d7b-e210-4135-9062-41a0dc820f87,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd1480732-b05d-41da-be93-0dd7af604722%2Fd1480732-b05d-41da-be93-0dd7af604722_front_angle_250.png?alt=media&token=fca10d0f-f59a-459c-a27d-fe9adc9b03e6,"정제수, 맥심 에스프레소 커피추출액(고형분 5.0%이상, 커피원두: 콜롬비아산 60%, 브라질산 30%) 12.6%, 탄산칼륨, 합성향료(커피향), 비타민C"
8801037088168,오레오 초콜릿 샌드위치 쿠키,과자,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F9bb9d481-9925-435d-83bc-bc8443be95ed%2F9bb9d481-9925-435d-83bc-bc8443be95ed_front_angle_1000.jpg?alt=media&token=05a775a7-b3c3-4852-ad41-401069a7895a,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F9bb9d481-9925-435d-83bc-bc8443be95ed%2F9bb9d481-9925-435d-83bc-bc8443be95ed_front_angle_250.png?alt=media&token=7ec54d96-dfbf-4c38-ae84-7a08054d4bb0,"밀가루(밀 : 미국산), 분당(설탕, 옥수수전분), 식물성유지1[{팜스테아린유(말레이시아산), 야자유(인도네시아산, 필리핀산)/에스테르화유}, 옥배유, 혼합제제(올레오레진로즈메리, 올레오레진세이지)], 식물성유지2[팜유류(말레이시아산), 혼합제제(올레오레진로즈메리, 올레오레진세이지)], 유당, 포도당, 코코아분말(미국산 70%, 싱가포르산 30%) 4.9%, 물엿, 옥수수전분, 유청분말, 팽창제1, 팽창제2, 정제소금, 레시틴, 바닐린, 합성향료(바닐라향)"
8801043014809,신라면 봉지라면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F6c40a438-3ae9-4843-b8e8-a08a1b1f3129%2F6c40a438-3ae9-4843-b8e8-a08a1b1f3129_front_angle_1000.jpg?alt=media&token=7d23c658-ca22-47a8-9368-0b53f16e1ec8,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F6c40a438-3ae9-4843-b8e8-a08a1b1f3129%2F6c40a438-3ae9-4843-b8e8-a08a1b1f3129_front_angle_250.png?alt=media&token=5fe878f6-a1a2-4bf4-8819-888918bb0fec,"스프류:정제염,소고기맛베이스,정백당,육수맛조미베이스,볶음양념분,조미소고기분말,조미아미노산간장분말,마늘발효조미분,분말된장,마늘베이스,간장분말,조미양념분,조미홍고추분말,후추가루,5'-리보뉴클레오티드이나트륨,복합양념분말,칠리맛풍미분,돈골조미분말,매운맛조미분,호박산이나트륨,후추풍미분말,우골마늘조미분,조미효모분말,양파풍미분,발효표고조미분,분말카라멜 ( 카라멜색소 , 물엿분말 ),생강추출물분말,표고버섯분말,이스트조미분,건파,건청경채,건표고버섯,건당근,건고추,{ 소맥분 ( 밀 ), 탈지대두 ( 대두 ), 돈골 ( 돼지고기 ), 난각칼슘 ( 계란 )},면:소맥분(미국산,호주산),팜유(말레이시아산),감자전분,변성전분,난각칼슘,정제염,야채조미추출물,면류첨가알칼리제 ( 산도조절제 ),혼합제제 ( 산도조절제 ),올리고녹차풍미액,비타민 B2"
8801043014984,얼큰한너구리,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3e5b10db-91f9-4bb2-96fe-09bfa1ec01f9%2F3e5b10db-91f9-4bb2-96fe-09bfa1ec01f9_front_angle_1000.jpg?alt=media&token=b942d7a3-9733-4960-944b-52ed15a80f9c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3e5b10db-91f9-4bb2-96fe-09bfa1ec01f9%2F3e5b10db-91f9-4bb2-96fe-09bfa1ec01f9_front_angle_250.png?alt=media&token=b4643e0f-fb23-4036-83ba-45a76a3957d6,"면[소맥분(밀:호주산, 미국산), 감자전분(독일산), 팜유(말레이시아산), 변성전분, 식물성풍미유, 난각칼슘, 정제염, 해물페이스트, 글루텐펩타이드, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2.],스프류[정제염, 홍합지미베이스분말, 해물채소분말, 홍합추출물분말, 조미양념분, 정백당, 시원한육수분말, 볶음양념분, 포도당, 동결건조생생고추분말, 멸치조미분, 호박산이나트륨, 마늘베이스, 후추가루, 조미아미노산간장분말, 복합조미간장분말, 양파풍미분, 칠리맛풍미분, 구운해물분, 호화옥수수분, 5'-리보뉴클레오티드이나트륨, 분말카라멜(카라멜색소, 물엿분말), 매운양념분말, 산도조절제, 건미역, 오징어맛후레이크, 건당근, 건다시마.]"
8801043015608,짜파게티범벅,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8fb15b00-4f5b-48d1-b8b8-e6dcd83aaa37%2F8fb15b00-4f5b-48d1-b8b8-e6dcd83aaa37_front_angle_1000.jpg?alt=media&token=0a79bcc0-cda2-40a0-819c-71cd0fa797b2,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8fb15b00-4f5b-48d1-b8b8-e6dcd83aaa37%2F8fb15b00-4f5b-48d1-b8b8-e6dcd83aaa37_front_angle_250.png?alt=media&token=f255ff20-a2a6-4544-9e67-3d07961a73f0,"소맥분(미국산, 호주산), 감자전분(덴마크산), 팜유(말레이시아산), 변성전분, 정백당"
8801043015653,육개장사발면,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd82c0c0c-fac8-4791-93ea-8d0bf4a98c7b%2Fd82c0c0c-fac8-4791-93ea-8d0bf4a98c7b_front_angle_1000.jpg?alt=media&token=261945be-a377-4c3f-a9b4-fc96ba0267c8,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd82c0c0c-fac8-4791-93ea-8d0bf4a98c7b%2Fd82c0c0c-fac8-4791-93ea-8d0bf4a98c7b_front_angle_250.png?alt=media&token=51860797-ca78-4051-9323-3c86c293c626,"면/소맥분(미국산,호주산),팜유(말레이시아산),감자전분(독일산),변성전분,식물성풍미유,난각칼슘,정제염,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),간장조미액,구아검,올리고녹차풍미액,비타민B2,스프류/육개장조미료,정제염,양념간장베이스,조미아미노산간장분말,정백당,물엿분말,양념풍미분,볶음양념분,육수조미분말,비프양념분말,마늘추출물분말,복합양념분말,팜유조미분말,이스트풍미분,후추가루,매운맛조미분,5'-리보뉴클레오티드이나트륨,분말고추장,양파풍미분,수육조미분,호박산이나트륨,칠리풍미분말,복합조미간장분말,건파,게한스크램블,건조맛어묵,소용돌이맛살	"
8801043015714,신라면컵,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa15b90f8-3707-494d-aaa5-5e2c3fef9928%2Fa15b90f8-3707-494d-aaa5-5e2c3fef9928_front_angle_1000.jpg?alt=media&token=dd6d7c9b-56ce-4057-adb3-c3dad3bc7b14,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa15b90f8-3707-494d-aaa5-5e2c3fef9928%2Fa15b90f8-3707-494d-aaa5-5e2c3fef9928_front_angle_250.png?alt=media&token=ca6f322d-3e30-4a06-ad1c-50a112f199f5,"면/소맥분(미국산,호주산),감자전분(독일산),팜유(말레이시아산),변성전분,식물성풍미유,난각칼슘,정제염,면류첨가 알칼리제(산도조절제),혼합제제(산도조절제),구아검,올리고녹차풍미액,비타민B2,	스프류/정제염,혼합제제(변성전분,물엿분말),정백당,육수맛조미베이스,간장풍미분말,복합조미간장분말,매운탕분말,칠리맛조미분,조미소고기분말,볶음양념분,조미양념분,콩나물추출물분말,마늘추출물분말,국밥베이스분말,사골된장분말,5'-리보뉴클레오티드이나트륨,고춧가루,비프장국분말,분말된장,생고추조미분말,조미육베이스,후추가루,양파풍미분,호박산이나트륨,표고버섯분말,매운맛조미분,풍미간장조미분,분말카라멜(카라멜색소,물엿분말),생강추출물분말,건파,건표고버섯,건당근,조미건조홍고추"
8801043015776,새우탕컵,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd18d4467-723e-4253-43f9-4a9d9eaaf9f0%2Fd18d4467-723e-4253-43f9-4a9d9eaaf9f0_front_angle_1000.jpg?alt=media&token=f28d45c2-9fb5-4032-a38a-748157575c39,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fd18d4467-723e-4253-43f9-4a9d9eaaf9f0%2Fd18d4467-723e-4253-43f9-4a9d9eaaf9f0_front_angle_250.png?alt=media&token=3305a274-83af-402a-9201-7810a5cb1950,"면[소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 감자전분(덴마크산, 독일산), 변성전분, 난각칼슘, 정제염, 마늘조미액, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2.],스프류[정제염, 매운탕풍미분말, 육수베이스분말, 새우베이스분말, 정백당, 혼합해물베이스분말, 매운맛분말, 조미양념분, 호화옥수수분, 가리비추출물분말, 비프조미분, 마늘베이스, 오징어조미분말, 향신조미분, 호박산이나트륨, 분말카라멜(카라멜색소, 물엿분말), 5'-리보뉴클레오티드이나트륨, 멸치조미분, 후추추출분말, 어프, 새우맛볼, 건파, 건당근, 건새우(중국산), 건미역.]"
8801043015837,너구리컵,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F91f5d91d-90e8-4e70-835e-e3f3578dc86b%2F91f5d91d-90e8-4e70-835e-e3f3578dc86b_front_angle_1000.jpg?alt=media&token=03d320d6-48e3-4901-ba1a-1907fde9feca,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F91f5d91d-90e8-4e70-835e-e3f3578dc86b%2F91f5d91d-90e8-4e70-835e-e3f3578dc86b_front_angle_250.png?alt=media&token=591a2b5c-f1ee-4a3c-b382-7c21703eaa0a,"면[소맥분(호주산, 미국산), 팜유(말레이시아산), 감자전분(독일산), 변성전분, 혼합감자전분분말, 난각칼슘, 정제염, 해물페이스트, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B₂],	스프류[정제염, 해물채소분말, 정백당, 조미소고기분말, 육수맛조미베이스, 복합조미간장분말, 볶음양념분, 조미돈지분말, 조미양념분, 5'-리보뉴클레오티드이나트륨, 칠리맛풍미분, 매운양념분말, 홍합맛분말, 해물베이스, 오징어조미분말, 멸치조미분, 양파풍미분, 호박산이나트륨, 마늘베이스, 혼합제제(변성전분, 물엿분말), 분말카라멜(카라멜색소, 물엿분말), 조개베이스분말, 후추가루, 건양배추, 건미역, 건조반달오뎅, 건다시마, 오징어맛후레이크, 건다시마 0.9%]"
8801043015967,새우탕큰사발,라면,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8f89e43f-7e91-4ecb-8b80-1fe1a10cf1c7%2F8f89e43f-7e91-4ecb-8b80-1fe1a10cf1c7_front_angle_1000.jpg?alt=media&token=fc144b7b-1147-4737-b8df-e2952b7a053d,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8f89e43f-7e91-4ecb-8b80-1fe1a10cf1c7%2F8f89e43f-7e91-4ecb-8b80-1fe1a10cf1c7_front_angle_250.png?alt=media&token=3d04dc8d-e4eb-4890-84c1-a2efb0b0ef93,"면/소맥분(미국산,호주산),감자전분(독일산),팜유(말레이시아산),변성전분,난각칼슘,정제염,식물성풍미유,야채조미추출물,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미약,비타민B2,스프류/새우베이스분말,육수맛조미베이스,5`-리보뉴클레오티드이나트륨,분말고추장,복합조미간장분말,호박산이나트륨,분말카라멜(카라멜색소,물엿분말),혼합해물베이스분말,멸치조미분,향신조미분,후추가루,수화검(구아검,잔탄검),다시마표고조미분,어포,새우맛볼,건미역,건당근,건새우	밀,대두,우유,계란,새우,게,닭고기,쇠고기,오징어,조개류(굴,홍합 포함)함유	,스프류 중 새우 10.5%(중국산47.9%,캐나다산40.8%,국내산11.3%)"
